GW1.24H_LASKIN_T,,Sub,station,GW1,24H,calculator,time,program,,,,,,,,,
GW1.HA44_TEHOSTAJA_FI,,Sub,station,GW1,apartment,number,44,booster,FI,,,,,,,,
GW1.HA44_TEHOSTUS_FI,,Sub,station,GW1,apartment,number,44,boost,FI,,,,,,,,
GW1.HA44_TH16_AH1_M,,Sub,station,GW1,apartment,number,44,offset,from,the,setpoint,value,16,room,1,measurement,
GW1.HA44_TH16_KH_M,,Sub,station,GW1,apartment,number,44,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW1.HA44_VM_EP_KV_K,,Sub,station,GW1,apartment,number,44,water,meter,EP,cold,water,time,,,,
GW1.HA44_VM_EP_LV_K,,Sub,station,GW1,apartment,number,44,water,meter,EP,heat,exchanger,time,,,,
GW1.HA44_VM_KV_K,,Sub,station,GW1,apartment,number,44,water,meter,cold,water,time,,,,,
GW1.HA44_VM_KV_KAM,,Sub,station,GW1,apartment,number,44,water,meter,cold,water,KAM,,,,,
GW1.HA44_VM_LV_K,,Sub,station,GW1,apartment,number,44,water,meter,heat,exchanger,time,,,,,
GW1.HA44_VM_LV_KAM,,Sub,station,GW1,apartment,number,44,water,meter,heat,exchanger,KAM,,,,,
GW1.HA45_AS_TE_AH_FM,,Sub,station,GW1,apartment,number,45,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW1.HA45_AS_TE_KH_FM,,Sub,station,GW1,apartment,number,45,deflected,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW1.HA45_IMS15_A,,Sub,station,GW1,apartment,number,45,air,flow,controller,15,control,point,,,,
GW1.HA45_IMS15_AS_M,,Sub,station,GW1,apartment,number,45,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA45_IMS15_FA,,Sub,station,GW1,apartment,number,45,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA45_IMS15_M,,Sub,station,GW1,apartment,number,45,air,flow,controller,15,measurement,,,,,
GW1.HA45_IMS17_A,,Sub,station,GW1,apartment,number,45,air,flow,controller,17,control,point,,,,
GW1.HA45_IMS17_AS_M,,Sub,station,GW1,apartment,number,45,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA45_IMS17_FA,,Sub,station,GW1,apartment,number,45,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA45_IMS17_M,,Sub,station,GW1,apartment,number,45,air,flow,controller,17,measurement,,,,,
GW1.HA45_JAAH_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,45,cooling,set,point,room,1,fictional,point,measurement,,
GW1.HA45_JAAH_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,45,cooling,set,point,room,2,fictional,point,measurement,,
GW1.HA45_JAAH_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,45,cooling,set,point,bathroom,fictional,point,measurement,,,
GW1.HA45_JAAHDYTYS_AH1_A,,Sub,station,GW1,apartment,number,45,cooling,room,1,control,point,,,,,
GW1.HA45_JAAHDYTYS_AH2_A,,Sub,station,GW1,apartment,number,45,cooling,room,2,control,point,,,,,
GW1.HA45_JAAHDYTYS_KH_A,,Sub,station,GW1,apartment,number,45,cooling,bathroom,control,point,,,,,,
GW1.HA45_KUIVATUS_KH_A,,Sub,station,GW1,apartment,number,45,drying,bathroom,control,point,,,,,,
GW1.HA45_LAMM_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,45,heating,set,point,room,1,fictional,point,measurement,,
GW1.HA45_LAMM_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,45,heating,set,point,room,2,fictional,point,measurement,,
GW1.HA45_LAMM_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,45,heating,set,point,bathroom,fictional,point,measurement,,,
GW1.HA45_ME16_KH_ARH,,Sub,station,GW1,apartment,number,45,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW1.HA45_ME16_KH_M,,Sub,station,GW1,apartment,number,45,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW1.HA45_ME16_KH_YRH,,Sub,station,GW1,apartment,number,45,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW1.HA45_MV10_AH1_A,,Sub,station,GW1,apartment,number,45,magnetic,valve,10,room,1,control,point,,,
GW1.HA45_MV10_AH2_A,,Sub,station,GW1,apartment,number,45,magnetic,valve,10,room,2,control,point,,,
GW1.HA45_MV10_KH_A,,Sub,station,GW1,apartment,number,45,magnetic,valve,10,bathroom,control,point,,,,
GW1.HA45_OE_FI,,Sub,station,GW1,apartment,number,45,OE,FI,,,,,,,,
GW1.HA45_QE16_AH1_ARH,,Sub,station,GW1,apartment,number,45,CO2,sensor,16,room,1,low,limit,alarm,,
GW1.HA45_QE16_AH1_M,,Sub,station,GW1,apartment,number,45,CO2,sensor,16,room,1,measurement,,,,
GW1.HA45_QE16_AH1_YRH,,Sub,station,GW1,apartment,number,45,CO2,sensor,16,room,1,high,limit,alarm,,
GW1.HA45_QE_TEHOSTUS_A,,Sub,station,GW1,apartment,number,45,CO2,sensor,boost,control,point,,,,,
GW1.HA45_SM_K,,Sub,station,GW1,apartment,number,45,SM,time,,,,,,,,
GW1.HA45_SM_KAM,,Sub,station,GW1,apartment,number,45,SM,KAM,,,,,,,,
GW1.HA45_TC16_MODULIVIKA_H,,Sub,station,GW1,apartment,number,45,temperature,controller,16,module,fault,alarm,point,,,
GW1.HA45_TE16_AH1_ARH,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,room,1,low,limit,alarm,,
GW1.HA45_TE16_AH1_M,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,room,1,measurement,,,,
GW1.HA45_TE16_AH1_YRH,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,room,1,high,limit,alarm,,
GW1.HA45_TE16_AH2_M,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,room,2,measurement,,,,
GW1.HA45_TE16_AH2_YRH,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,room,2,high,limit,alarm,,
GW1.HA45_TE16_KH_ARH,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW1.HA45_TE16_KH_M,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,bathroom,measurement,,,,,
GW1.HA45_TE16_KH_YRH,,Sub,station,GW1,apartment,number,45,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW1.HA45_TEHOSTAJA_FI,,Sub,station,GW1,apartment,number,45,booster,FI,,,,,,,,
GW1.HA45_TEHOSTUS_FI,,Sub,station,GW1,apartment,number,45,boost,FI,,,,,,,,
GW1.HA45_TH16_AH1_M,,Sub,station,GW1,apartment,number,45,offset,from,the,setpoint,value,16,room,1,measurement,
GW1.HA45_TH16_AH2_M,,Sub,station,GW1,apartment,number,45,offset,from,the,setpoint,value,16,room,2,measurement,
GW1.HA45_TH16_KH_M,,Sub,station,GW1,apartment,number,45,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW1.HA45_VM_EP_KV_K,,Sub,station,GW1,apartment,number,45,water,meter,EP,cold,water,time,,,,
GW1.HA45_VM_EP_LV_K,,Sub,station,GW1,apartment,number,45,water,meter,EP,heat,exchanger,time,,,,
GW1.HA45_VM_KV_K,,Sub,station,GW1,apartment,number,45,water,meter,cold,water,time,,,,,
GW1.HA45_VM_KV_KAM,,Sub,station,GW1,apartment,number,45,water,meter,cold,water,KAM,,,,,
GW1.HA45_VM_LV_K,,Sub,station,GW1,apartment,number,45,water,meter,heat,exchanger,time,,,,,
GW1.HA45_VM_LV_KAM,,Sub,station,GW1,apartment,number,45,water,meter,heat,exchanger,KAM,,,,,
GW1.HA46_IMS15_A,,Sub,station,GW1,apartment,number,46,air,flow,controller,15,control,point,,,,
GW1.HA46_IMS15_AS_M,,Sub,station,GW1,apartment,number,46,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA46_IMS15_FA,,Sub,station,GW1,apartment,number,46,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA46_IMS15_M,,Sub,station,GW1,apartment,number,46,air,flow,controller,15,measurement,,,,,
GW1.HA46_IMS17_A,,Sub,station,GW1,apartment,number,46,air,flow,controller,17,control,point,,,,
GW1.HA46_IMS17_AS_M,,Sub,station,GW1,apartment,number,46,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA46_IMS17_FA,,Sub,station,GW1,apartment,number,46,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA46_IMS17_M,,Sub,station,GW1,apartment,number,46,air,flow,controller,17,measurement,,,,,
GW1.HA47_IMS15_A,,Sub,station,GW1,apartment,number,47,air,flow,controller,15,control,point,,,,
GW1.HA47_IMS15_AS_M,,Sub,station,GW1,apartment,number,47,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA47_IMS15_FA,,Sub,station,GW1,apartment,number,47,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA47_IMS15_M,,Sub,station,GW1,apartment,number,47,air,flow,controller,15,measurement,,,,,
GW1.HA47_IMS17_A,,Sub,station,GW1,apartment,number,47,air,flow,controller,17,control,point,,,,
GW1.HA47_IMS17_AS_M,,Sub,station,GW1,apartment,number,47,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA47_IMS17_FA,,Sub,station,GW1,apartment,number,47,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA47_IMS17_M,,Sub,station,GW1,apartment,number,47,air,flow,controller,17,measurement,,,,,
GW1.HA48_IMS15_A,,Sub,station,GW1,apartment,number,48,air,flow,controller,15,control,point,,,,
GW1.HA48_IMS15_AS_M,,Sub,station,GW1,apartment,number,48,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA48_IMS15_FA,,Sub,station,GW1,apartment,number,48,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA48_IMS15_M,,Sub,station,GW1,apartment,number,48,air,flow,controller,15,measurement,,,,,
GW1.HA48_IMS17_A,,Sub,station,GW1,apartment,number,48,air,flow,controller,17,control,point,,,,
GW1.HA48_IMS17_AS_M,,Sub,station,GW1,apartment,number,48,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA48_IMS17_FA,,Sub,station,GW1,apartment,number,48,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA48_IMS17_M,,Sub,station,GW1,apartment,number,48,air,flow,controller,17,measurement,,,,,
GW1.HA49_IMS15_A,,Sub,station,GW1,apartment,number,49,air,flow,controller,15,control,point,,,,
GW1.HA49_IMS15_AS_M,,Sub,station,GW1,apartment,number,49,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA49_IMS15_FA,,Sub,station,GW1,apartment,number,49,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA49_IMS15_M,,Sub,station,GW1,apartment,number,49,air,flow,controller,15,measurement,,,,,
GW1.HA49_IMS17_A,,Sub,station,GW1,apartment,number,49,air,flow,controller,17,control,point,,,,
GW1.HA49_IMS17_AS_M,,Sub,station,GW1,apartment,number,49,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA49_IMS17_FA,,Sub,station,GW1,apartment,number,49,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA49_IMS17_M,,Sub,station,GW1,apartment,number,49,air,flow,controller,17,measurement,,,,,
GW1.HA4_IMS15_A,,Sub,station,GW1,apartment,number,4,air,flow,controller,15,control,point,,,,
GW1.HA4_IMS15_AS_M,,Sub,station,GW1,apartment,number,4,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA4_IMS15_FA,,Sub,station,GW1,apartment,number,4,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA4_IMS15_M,,Sub,station,GW1,apartment,number,4,air,flow,controller,15,measurement,,,,,
GW1.HA4_IMS17_A,,Sub,station,GW1,apartment,number,4,air,flow,controller,17,control,point,,,,
GW1.HA4_IMS17_AS_M,,Sub,station,GW1,apartment,number,4,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA4_IMS17_FA,,Sub,station,GW1,apartment,number,4,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA4_IMS17_M,,Sub,station,GW1,apartment,number,4,air,flow,controller,17,measurement,,,,,
GW1.HA50_IMS15_A,,Sub,station,GW1,apartment,number,50,air,flow,controller,15,control,point,,,,
GW1.HA50_IMS15_AS_M,,Sub,station,GW1,apartment,number,50,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA50_IMS15_FA,,Sub,station,GW1,apartment,number,50,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA50_IMS15_M,,Sub,station,GW1,apartment,number,50,air,flow,controller,15,measurement,,,,,
GW1.HA50_IMS17_A,,Sub,station,GW1,apartment,number,50,air,flow,controller,17,control,point,,,,
GW1.HA50_IMS17_AS_M,,Sub,station,GW1,apartment,number,50,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA50_IMS17_FA,,Sub,station,GW1,apartment,number,50,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA50_IMS17_M,,Sub,station,GW1,apartment,number,50,air,flow,controller,17,measurement,,,,,
GW1.HA51_IMS15_A,,Sub,station,GW1,apartment,number,51,air,flow,controller,15,control,point,,,,
GW1.HA51_IMS15_AS_M,,Sub,station,GW1,apartment,number,51,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA51_IMS15_FA,,Sub,station,GW1,apartment,number,51,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA51_IMS15_M,,Sub,station,GW1,apartment,number,51,air,flow,controller,15,measurement,,,,,
GW1.HA51_IMS17_A,,Sub,station,GW1,apartment,number,51,air,flow,controller,17,control,point,,,,
GW1.HA51_IMS17_AS_M,,Sub,station,GW1,apartment,number,51,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA51_IMS17_FA,,Sub,station,GW1,apartment,number,51,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA51_IMS17_M,,Sub,station,GW1,apartment,number,51,air,flow,controller,17,measurement,,,,,
GW1.HA52_IMS15_A,,Sub,station,GW1,apartment,number,52,air,flow,controller,15,control,point,,,,
GW1.HA52_IMS15_AS_M,,Sub,station,GW1,apartment,number,52,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA52_IMS15_FA,,Sub,station,GW1,apartment,number,52,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA52_IMS15_M,,Sub,station,GW1,apartment,number,52,air,flow,controller,15,measurement,,,,,
GW1.HA52_IMS17_A,,Sub,station,GW1,apartment,number,52,air,flow,controller,17,control,point,,,,
GW1.HA52_IMS17_AS_M,,Sub,station,GW1,apartment,number,52,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA52_IMS17_FA,,Sub,station,GW1,apartment,number,52,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA52_IMS17_M,,Sub,station,GW1,apartment,number,52,air,flow,controller,17,measurement,,,,,
GW1.HA5_IMS15_A,,Sub,station,GW1,apartment,number,5,air,flow,controller,15,control,point,,,,
GW1.HA5_IMS15_AS_M,,Sub,station,GW1,apartment,number,5,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA5_IMS15_FA,,Sub,station,GW1,apartment,number,5,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA5_IMS15_M,,Sub,station,GW1,apartment,number,5,air,flow,controller,15,measurement,,,,,
GW1.HA5_IMS17_A,,Sub,station,GW1,apartment,number,5,air,flow,controller,17,control,point,,,,
GW1.HA5_IMS17_AS_M,,Sub,station,GW1,apartment,number,5,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA5_IMS17_FA,,Sub,station,GW1,apartment,number,5,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA5_IMS17_M,,Sub,station,GW1,apartment,number,5,air,flow,controller,17,measurement,,,,,
GW1.HA6_IMS15_A,,Sub,station,GW1,apartment,number,6,air,flow,controller,15,control,point,,,,
GW1.HA6_IMS15_AS_M,,Sub,station,GW1,apartment,number,6,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA6_IMS15_FA,,Sub,station,GW1,apartment,number,6,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA6_IMS15_M,,Sub,station,GW1,apartment,number,6,air,flow,controller,15,measurement,,,,,
GW1.HA6_IMS17_A,,Sub,station,GW1,apartment,number,6,air,flow,controller,17,control,point,,,,
GW1.HA6_IMS17_AS_M,,Sub,station,GW1,apartment,number,6,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA6_IMS17_FA,,Sub,station,GW1,apartment,number,6,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA6_IMS17_M,,Sub,station,GW1,apartment,number,6,air,flow,controller,17,measurement,,,,,
GW1.HA7_IMS15_A,,Sub,station,GW1,apartment,number,7,air,flow,controller,15,control,point,,,,
GW1.HA7_IMS15_AS_M,,Sub,station,GW1,apartment,number,7,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA7_IMS15_FA,,Sub,station,GW1,apartment,number,7,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA7_IMS15_M,,Sub,station,GW1,apartment,number,7,air,flow,controller,15,measurement,,,,,
GW1.HA7_IMS17_A,,Sub,station,GW1,apartment,number,7,air,flow,controller,17,control,point,,,,
GW1.HA7_IMS17_AS_M,,Sub,station,GW1,apartment,number,7,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA7_IMS17_FA,,Sub,station,GW1,apartment,number,7,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA7_IMS17_M,,Sub,station,GW1,apartment,number,7,air,flow,controller,17,measurement,,,,,
GW1.HA8_IMS15_A,,Sub,station,GW1,apartment,number,8,air,flow,controller,15,control,point,,,,
GW1.HA8_IMS15_AS_M,,Sub,station,GW1,apartment,number,8,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA8_IMS15_FA,,Sub,station,GW1,apartment,number,8,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA8_IMS15_M,,Sub,station,GW1,apartment,number,8,air,flow,controller,15,measurement,,,,,
GW1.HA8_IMS17_A,,Sub,station,GW1,apartment,number,8,air,flow,controller,17,control,point,,,,
GW1.HA8_IMS17_AS_M,,Sub,station,GW1,apartment,number,8,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA8_IMS17_FA,,Sub,station,GW1,apartment,number,8,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA8_IMS17_M,,Sub,station,GW1,apartment,number,8,air,flow,controller,17,measurement,,,,,
GW1.HA9_IMS15_A,,Sub,station,GW1,apartment,number,9,air,flow,controller,15,control,point,,,,
GW1.HA9_IMS15_AS_M,,Sub,station,GW1,apartment,number,9,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA9_IMS15_FA,,Sub,station,GW1,apartment,number,9,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA9_IMS15_M,,Sub,station,GW1,apartment,number,9,air,flow,controller,15,measurement,,,,,
GW1.HA9_IMS17_A,,Sub,station,GW1,apartment,number,9,air,flow,controller,17,control,point,,,,
GW1.HA9_IMS17_AS_M,,Sub,station,GW1,apartment,number,9,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA9_IMS17_FA,,Sub,station,GW1,apartment,number,9,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA9_IMS17_M,,Sub,station,GW1,apartment,number,9,air,flow,controller,17,measurement,,,,,
GW1.ILMAMAARA_SUMMA_FM,,Sub,station,GW1,air,volume,sum,fictional,point,measurement,,,,,,,
GW1.IMS_PORRAS_VIIVE_M,,Sub,station,GW1,air,flow,controller,step,delay,measurement,,,,,,,
GW1.KIINT_KV_KAM,,Sub,station,GW1,KIINT,cold,water,KAM,,,,,,,,,
GW1.KIINT_KV_KO_KAM,,Sub,station,GW1,KIINT,cold,water,time,O,KAM,,,,,,,
GW1.KIINT_LV_KAM,,Sub,station,GW1,KIINT,heat,exchanger,KAM,,,,,,,,,
GW1.KIINT_LV_KO_KAM,,Sub,station,GW1,KIINT,heat,exchanger,time,O,KAM,,,,,,,
GW1.KIINT_SM_KAM,,Sub,station,GW1,KIINT,SM,KAM,,,,,,,,,,
GW1.KK_MLP_SM_KHM,,Sub,station,GW1,KK,MLP,SM,KHM,,,,,,,,,
GW1.KK_PAA24_SM_KM,,Sub,station,GW1,KK,expansion,automation,24,SM,KM,,,,,,,
GW1.KK_PAA_SM_KM,,Sub,station,GW1,KK,expansion,automation,SM,KM,,,,,,,,
GW1.KL_TE00_FM,,Sub,station,GW1,KL,temperature,measurement,0,fictional,point,measurement,,,,,,
GW1.LJK_KL_LM2_KM,,Sub,station,GW1,LJK,KL,LM2,KM,,,,,,,,,
GW1.LJK_KL_LM2_KPM,,Sub,station,GW1,LJK,KL,LM2,KPM,,,,,,,,,
GW1.LJK_LS3_LM1_HETK_KM,,Sub,station,GW1,LJK,LS3,LM1,HETK,KM,,,,,,,,
GW1.LJK_LS3_LM1_HETK_KPM,,Sub,station,GW1,LJK,LS3,LM1,HETK,KPM,,,,,,,,
GW1.LJK_LS3_VM1_24_KM,,Sub,station,GW1,LJK,LS3,VM1,24,KM,,,,,,,,
GW1.LJK_LS3_VM1_KM,,Sub,station,GW1,LJK,LS3,VM1,KM,,,,,,,,,
GW1.LS1_LM1_1_HETK_KM,,Sub,station,GW1,LS1,LM1,1,HETK,KM,,,,,,,,
GW1.LS1_LM1_1_HETK_KPM,,Sub,station,GW1,LS1,LM1,1,HETK,KPM,,,,,,,,
GW1.LS1_LM1_HETK_KM,,Sub,station,GW1,LS1,LM1,HETK,KM,,,,,,,,,
GW1.LS1_LM1_HETK_KPM,,Sub,station,GW1,LS1,LM1,HETK,KPM,,,,,,,,,
GW1.LS1_LM_KAYTTOVESI24_KM,,Sub,station,GW1,LS1,LM,consumption,water,24,KM,,,,,,,
GW1.LS1_LM_KAYTTOVESI_HETK_KM,,Sub,station,GW1,LS1,LM,consumption,water,HETK,KM,,,,,,,
GW1.LS1_LM_KAYTTOVESI_HETK_KPM,,Sub,station,GW1,LS1,LM,consumption,water,HETK,KPM,,,,,,,
GW1.LS1_LM_KAYTTOVESI_KM,,Sub,station,GW1,LS1,LM,consumption,water,KM,,,,,,,,
GW1.LS1_LM_LAMMITYS24_KM,,Sub,station,GW1,LS1,LM,heating,24,KM,,,,,,,,
GW1.LS1_LM_LAMMITYS_KM,,Sub,station,GW1,LS1,LM,heating,KM,,,,,,,,,
GW1.OVERRIDE2_M,,Sub,station,GW1,OVERRIDE2,measurement,,,,,,,,,,,
GW1.OVERRIDE_M,,Sub,station,GW1,OVERRIDE,measurement,,,,,,,,,,,
GW1.SAA_AURINKO_SATEILY_M,,Sub,station,GW1,weather,sun,radiation,measurement,,,,,,,,,
GW1.SAA_KOSTEUS_M,,Sub,station,GW1,weather,humidity,measurement,,,,,,,,,,
GW1.SAA_PAINE_M,,Sub,station,GW1,weather,pressure,measurement,,,,,,,,,,
GW1.SAA_SADE_VOIMA_M,,Sub,station,GW1,weather,rain,power,measurement,,,,,,,,,
GW1.SAA_UV_INDEX_M,,Sub,station,GW1,weather,UV,INDEX,measurement,,,,,,,,,
GW1.T3_IMS15_1_A,,Sub,station,GW1,T3,air,flow,controller,15,1,control,point,,,,,
GW1.TAVOIT_KV_KAM,,Sub,station,GW1,TAVOIT,cold,water,KAM,,,,,,,,,
GW1.TAVOIT_LV_KAM,,Sub,station,GW1,TAVOIT,heat,exchanger,KAM,,,,,,,,,
GW1.TAVOIT_SM_KAM,,Sub,station,GW1,TAVOIT,SM,KAM,,,,,,,,,,
GW1.TC16_PERUSAS_ME_KH_FM,,Sub,station,GW1,temperature,controller,16,automatic,setpoint,electronic,humidity,sensor,bathroom,fictional,point,measurement,
GW1.TC16_PERUSAS_QE_AH_FM,,Sub,station,GW1,temperature,controller,16,automatic,setpoint,CO2,sensor,room,fictional,point,measurement,,
GW1.TC16_PERUSAS_TE_AH_FM,,Sub,station,GW1,temperature,controller,16,automatic,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW1.TC16_PERUSAS_TE_KH_FM,,Sub,station,GW1,temperature,controller,16,automatic,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW1.TC16_ULKO_KOMP_L,,Sub,station,GW1,temperature,controller,16,ULKO,time,OMP,device,point,,,,,
GW1.TC_IAKA_M,,Sub,station,GW1,temperature,controller,IAKA,measurement,,,,,,,,,
GW1.TC_IMS_MAX_M,,Sub,station,GW1,temperature,controller,air,flow,controller,MAX,measurement,,,,,,
GW1.TC_IMS_MIN_M,,Sub,station,GW1,temperature,controller,air,flow,controller,MIN,measurement,,,,,,
GW1.TC_JAAH_MAX_M,,Sub,station,GW1,temperature,controller,cooling,MAX,measurement,,,,,,,,
GW1.TC_JAAH_MIN_M,,Sub,station,GW1,temperature,controller,cooling,MIN,measurement,,,,,,,,
GW1.TC_JAAH_SA_M,,Sub,station,GW1,temperature,controller,cooling,SA,measurement,,,,,,,,
GW1.TC_KALUE_LEV_M,,Sub,station,GW1,temperature,controller,KALUE,LEV,measurement,,,,,,,,
GW1.TC_KALUE_M,,Sub,station,GW1,temperature,controller,KALUE,measurement,,,,,,,,,
GW1.TC_LAMM_INV_I,,Sub,station,GW1,temperature,controller,heating,INV,state,,,,,,,,
GW1.TC_LAMM_MAX_M,,Sub,station,GW1,temperature,controller,heating,MAX,measurement,,,,,,,,
GW1.TC_LAMM_MIN_M,,Sub,station,GW1,temperature,controller,heating,MIN,measurement,,,,,,,,
GW1.TC_LAMM_SA_M,,Sub,station,GW1,temperature,controller,heating,SA,measurement,,,,,,,,
